,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
3507,CSS1006130121084195532,36,34,30,46,55,15,5,1,1,6,0,0,0,0,1,2,1,1,1,1,1,1,1,1,2,3,4,2,3,13,34,31,76,58,2
3508,CSS1006130071114181704,37,34,28,41,51,17,10,4,3,6,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,10,35,31,73,63,5
3509,CSS1006111070024108613,23,22,21,40,72,35,12,3,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,3,5,4,3,6,34,27,63,79,1
3510,CSS1006101261134132083,25,24,23,39,58,19,6,4,4,27,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,8,34,31,70,68,2
3511,CSS1006101210764122437,25,24,23,40,69,34,10,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,2,3,35,31,74,66,0
3512,CSS1006100090844144261,30,27,26,43,58,21,11,7,6,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,4,3,2,35,31,72,66,5
3513,CSS1006091120874119140,23,22,21,38,65,30,13,6,4,7,1,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,5,4,3,8,36,32,70,66,2
3514,CSS1006091120844120598,39,33,29,43,48,13,7,7,7,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,4,3,5,34,30,69,70,5
3515,CSS1006060121154131888,38,35,30,42,45,15,6,4,4,10,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,4,3,3,10,33,28,69,71,2
3516,CSS1006051260804124282,40,34,29,45,51,14,9,4,2,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,5,4,3,8,36,30,67,70,5
3517,CSS1006051260794137291,22,21,20,36,66,41,17,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,7,35,31,71,67,0
3518,CSS1006050040614118156,43,40,35,51,47,11,3,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3,6,4,3,4,35,31,76,64,1
3519,CSS1006041460464125448,38,34,30,44,52,19,7,4,2,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,3,6,5,4,4,34,29,75,65,5
3520,CSS1006040091104115912,23,21,21,39,71,35,14,5,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,4,3,3,11,34,31,73,63,1
3521,CSS1006031120774105805,54,43,31,42,44,11,3,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,6,4,2,2,34,30,74,67,5
3522,CSS1006030090614101504,42,38,31,44,52,12,5,1,1,1,5,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,2,2,35,33,75,63,2
3523,CSS1006021180014134943,35,32,27,39,49,18,9,8,7,6,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,5,4,3,5,35,31,68,71,2
3524,CSS1006021120924132981,18,17,17,30,60,40,24,16,8,2,0,0,0,0,1,2,1,1,0,0,0,1,1,1,2,3,5,3,2,9,33,28,61,77,1
3525,CSS1006010090764153269,11,11,10,20,44,37,31,24,18,25,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,6,5,3,4,33,30,69,71,1
3526,CSS1006010090734137695,38,35,28,41,48,21,12,4,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,5,4,3,6,34,27,67,74,2
3527,CSS1006010010894143612,34,29,27,45,52,17,10,6,6,3,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,3,5,4,3,7,34,31,74,63,2
3528,CSS1006010010864157554,30,28,26,42,55,10,2,1,1,20,16,0,0,0,1,1,1,1,0,0,0,1,1,1,4,3,7,5,3,6,41,30,45,78,2
