CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification
SSS100906:204523-453139,311.34512,-45.52762,20100906,16.40,1009060451114116568,no,11656,no,2013-06-21,11656,yes,CV," mag 19,5     "
SSS100906:211700-441636,319.24877,-44.27662,20100906,18.30,1009060431184101321,no,10132,no,2013-06-21,10132,yes,AGN," mag 18,4     "
SSS100901:191905-445643,289.77286,-44.94518,20100901,16.72,1009010451044150689,no,15068,no,2013-06-16,15068,yes,CV," mag 20,5     "
SSS100831:205437-541810,313.65229,-54.30282,20100831,15.98,1008310530954101791,no,10179,no,2013-07-05,10179,yes,CV, mag 19     
SSS100831:192201-481432,290.50579,-48.24217,20100831,17.61,1008310471014104468,no,10446,no,2013-06-21,10446,yes,CV, mag 21     
SSS100829:022138-261952, 35.40767,-26.33114,20100829,16.85,1008290270164113396,no,11339,no,2013-01-10,11339,yes,CV," mag 19,5     "
SSS100821:165332-050957,253.38291, -5.16584,20100821,18.61,1008210051264118964,yes,11896,no,2012-11-13,11896,yes,Unknown, SDSS mag >22    
SSS100813:202603-320815,306.51245,-32.13755,20100813,15.77,1008130311324102495,no,10249,no,2013-06-08,10249,yes,CV, mag 20     
SSS100813:233535-143730,353.89749,-14.62495,20100813,19.24,1008130151724117806,no,11780,no,2013-07-20,11780,yes,SN?,       
SSS100813:233447-125036,353.69773,-12.84336,20100813,18.59,1008130131724110492,no,11049,no,2013-07-20,11049,yes,SN, 2010ht mag 22    
SSS100808:205747-343952,314.44701,-34.66437,20100808,18.32,1008080351304132721,no,13272,no,2013-07-05,13272,yes,Flare," mag 19,3     "
SSS100808:143921-233206,219.83581,-23.53506,20100808,19.16,1008080231024113941,no,11394,no,2013-07-01,11394,yes,SN," mag 18,5     "
SSS100807:221923-365824,334.84651,-36.97347,20100807,18.02,1008070371344116902,no,11690,no,2013-07-20,11690,yes,SN," 2010gu mag 18,3 2MASX_J22192259-3658278 z=0,056  "
SSS100806:195007-323709,297.52811,-32.61913,20100806,17.25,1008060331254152227,no,15222,no,2013-06-08,15222,yes,CV, mag >20     
SSS100805:194428-420209,296.11597,-42.03570,20100805,16.29,1008050411134108460,no,10846,no,2013-06-16,10846,yes,CV," mag 19,5     "
SSS100804:155825-252817,239.60425,-25.47149,20100804,18.48,1008040251094129182,no,12918,no,2013-06-02,12918,yes,SN/CV, mag >20     
SSS100804:163911-235804,249.79616,-23.96786,20100804,13.07,1008040231164103992,no,10399,no,2013-05-09,10399,yes,Mira?,       
SSS100722:184833-625322,282.13609,-62.88932,20100722,16.98,1007220630664145391,no,14539,no,2013-04-16,14539,yes,CV," mag 20,5     "
SSS100720:200044-343627,300.18143,-34.60743,20100720,17.19,1007200351244139148,no,13914,no,2013-06-08,13914,yes,CV, mag 21     
SSS100720:125000-075460,192.50068, -7.91665,20100720,16.95,1007200070964102024,no,10202,no,2012-12-29,10202,yes,SN, 2010go mag 17    
SSS100717:213356-273140,323.48159,-27.52784,20100717,18.63,1007170271454110069,no,11006,no,2013-04-20,11006,yes,CV?, mag 21     
SSS100717:141850-243305,214.70659,-24.55136,20100717,16.01,1007170250984136247,no,13624,no,2013-07-01,13624,yes,CV," mag 20,5     "
SSS100717:142112-194016,215.30138,-19.67117,20100717,18.94,1007170191024108934,yes,10893,no,2013-05-31,10893,yes,SN," SDSS mag 22,1    "
SSS100716:234116-390847,355.31501,-39.14626,20100716,18.84,1007160391404113304,no,11330,no,2013-01-05,11330,yes,CV, mag 20     
SSS100716:224940-270653,342.41640,-27.11475,20100716,12.65,1007160271544113536,no,11353,no,2013-06-23,11353,yes,CV," TY_PsA SSS mag 15,9   "
SSS100715:113218-301952,173.07590,-30.33116,20100715,14.09,1007150310754130644,no,13064,no,2013-05-07,13064,yes,Var," TWA_30 SSS mag 15,5   "
SSS100709:131434-363507,198.64258,-36.58515,20100709,18.57,1007090370804136723,no,13672,no,2013-06-16,13672,yes,CV?, mag >21     
SSS100708:104714-370052,161.81007,-37.01432,20100708,17.69,1007080370654125427,no,12542,no,2013-05-02,12542,yes,CV," DSS mag 20,5    "
SSS100708:134056-263158,205.23454,-26.53274,20100708,18.90,1007080270924124280,no,12428,no,2013-07-02,12428,yes,Unknown,       
SSS100704:202839-521845,307.16060,-52.31252,20100704,15.87,1007040510984101585,no,10158,no,2013-07-03,10158,yes,CV," KK_Tel mag 19,5    "
SSS100704:100701-393908,151.75586,-39.65222,20100704,18.28,1007040390604120865,no,12086,no,2013-05-02,12086,yes,CV," mag 20,5     "
SSS100704:101434-364921,153.64107,-36.82239,20100704,17.36,1007040370624139505,no,13950,no,2013-05-02,13950,yes,CV, mag 21     
SSS100704:194928-353109,297.36867,-35.51906,20100704,16.51,1007040351234123946,no,12394,no,2013-06-08,12394,yes,CV," mag 20,5     "
SSS100704:193244-355606,293.18237,-35.93487,20100704,18.96,1007040351214111969,no,11196,no,2013-06-16,11196,yes,CV/Var,       
SSS100704:144041-321202,220.17243,-32.20068,20100704,17.96,1007040310954101255,no,10125,no,2013-06-03,10125,yes,CV, mag >21     
SSS100703:134740-375036,206.91855,-37.84343,20100703,17.29,1007030370834108125,no,10812,no,2013-06-16,10812,yes,Blazar,       
SSS100618:135549-323722,208.95308,-32.62269,20100618,18.12,1006180330884134672,no,13467,no,2013-06-03,13467,yes,CV, mag 21     
SSS100618:134018-303522,205.07668,-30.58937,20100618,16.22,1006180310894130152,no,13015,no,2013-06-16,13015,yes,CV?, DSS mag 21    
SSS100618:135147-291217,207.94515,-29.20485,20100618,17.63,1006180290924118225,no,11822,no,2013-07-02,11822,yes,Blazar," PKS_1348-289 z=1,034     "
SSS100615:210353-354620,315.97069,-35.77229,20100615,17.52,1006150351304109409,no,10940,no,2013-07-05,10940,yes,Blazar?, NVSS_J210353-354620      
SSS100615:200331-284941,300.88030,-28.82815,20100615,15.40,1006150291334140955,no,14095,no,2013-06-08,14095,yes,CV," SSS mag 18,8    "
SSS100613:094628-130816,146.61460,-13.13771,20100613,17.60,1006130130724111704,no,11170,no,2013-05-31,11170,yes,CV/SN, mag 20     
SSS100607:221150-110360,332.95816,-11.06663,20100607,18.98,1006070111634111815,no,11181,no,2013-04-17,11181,yes,SN?," mag 20,5     "
SSS100607:221543-092017,333.92730, -9.33812,20100607,18.14,1006070091654108150,yes,10815,no,2013-04-17,10815,yes,SN," 2010eg SDSS mag 20,2   "
SSS100604:122333-350645,185.88814,-35.11257,20100604,16.26,1006040350774119232,no,11923,no,2013-06-08,11923,yes,CV/SN, DSS mag 21    
SSS100521:222228-351129,335.61725,-35.19148,20100521,18.53,1005210351384114380,no,11438,no,2013-04-26,11438,yes,AGN, mag 20 SUMSS_J222228-351125    
SSS100521:233155-013055,352.97817, -1.51536,20100521,19.45,1005210011764104456,yes,10445,no,2013-07-20,10445,yes,CV?, SDSS mag 22    
SSS100518:154128-280450,235.36481,-28.08043,20100518,18.14,1005180271064105145,no,10514,no,2013-07-03,10514,yes,SN?, no DSS mag >21   
SSS100518:101009-053735,152.53651, -5.62632,20100518,14.97,1005180050764103907,no,10390,no,2013-06-03,10390,yes,CV, (spec) PQ mag 21   
SSS100518:093204-055338,143.01541, -5.89392,20100518,16.65,1005180050724101524,no,10152,no,2013-05-20,10152,yes,SN," 2010dp DSS mag 20,0   "
SSS100515:224057-070306,340.23704, -7.05178,20100515,17.73,1005150071694110062,yes,11006,no,2013-06-04,11006,yes,SN," 2010cz mag 16,4 2MASXi_J2240579 z=0,0413  "
SSS100514:195332-303613,298.38381,-30.60354,20100514,13.06,1005140311294149715,no,14971,no,2013-06-08,14971,yes,Mira, mag 16     
SSS100514:195555-303601,298.97988,-30.60023,20100514,18.82,1005140311294149159,no,14915,no,2013-06-08,14915,yes,CV," mag 20,5     "
SSS100514:193145-315614,292.93876,-31.93711,20100514,18.40,1005140311274114169,no,11416,no,2013-06-08,11416,yes,Var, mag 21     
SSS100514:123159-245035,187.99759,-24.84310,20100514,20.14,1005140250864120465,no,12046,no,2013-07-21,12046,yes,Var, mag 21     
SSS100513:153808-183802,234.53413,-18.63377,20100513,18.15,1005130191114136775,no,13677,no,2013-07-03,13677,yes,CV, mag 22     
SSS100512:143842-381512,219.67636,-38.25345,20100512,16.14,1005120370884102470,no,10247,no,2013-06-03,10247,yes,CV, mag 20     
SSS100512:141257-380211,213.23563,-38.03638,20100512,17.19,1005120370864109355,no,10935,no,2013-06-03,10935,yes,CV, mag 20     
SSS100512:162406-255834,246.02541,-25.97600,20100512,18.30,1005120251124109631,no,10963,no,2013-06-02,10963,yes,Var, mag 21     
SSS100512:150354-220710,225.97494,-22.11949,20100512,16.98,1005120211064101246,no,10124,no,2013-07-05,10124,yes,CV, mag 19 CSS_100216    
SSS100511:061754-362655, 94.47446,-36.44851,20100511,14.75,1005110370384122444,no,12244,no,2013-04-18,12244,yes,CV, mag 18     
SSS100511:100208-284015,150.53423,-28.67076,20100511,17.89,1005110290674127837,no,12783,no,2013-06-16,12783,yes,CV?, mag 20     
SSS100511:095859-282154,149.74414,-28.36493,20100511,17.13,1005110290664134048,no,13404,no,2013-05-10,13404,yes,CV," mag 19,8     "
SSS100510:064153-243844,100.47277,-24.64560,20100510,17.67,1005100250464147233,no,14723,no,2013-04-14,14723,yes,Flare, DSS mag >21    
SSS100509:070018-342030,105.07327,-34.34167,20100509,15.45,1005090350444159432,no,15943,no,2013-04-18,15943,yes,CV?," mag 19,5     "
SSS100509:145842-265834,224.67686,-26.97614,20100509,17.02,1005090271014130386,no,13038,no,2013-07-02,13038,yes,CV," mag >21,5     "
SSS100508:210144-143830,315.43377,-14.64180,20100508,16.42,1005080151534122262,no,12226,no,2013-05-08,12226,yes,SN," 2010cq 2MFGC_15924 mag 14,6 z=0,0275  "
SSS100507:144833-401052,222.13833,-40.18116,20100507,12.24,1005070390884107317,no,10731,no,2013-05-20,10731,yes,Var," SSS mag 12,4    "
SSS100505:094339-184143,145.91450,-18.69526,20100505,16.79,1005050190694120811,no,12081,no,2013-06-11,12081,yes,CV/SN, mag 21     
SSS100505:093417-174421,143.57164,-17.73920,20100505,18.47,1005050170694105460,no,10546,no,2013-06-11,10546,yes,Var/Unknown,       
SSS100504:153306-233535,233.27551,-23.59294,20100504,16.49,1005040231084113951,no,11395,no,2013-07-03,11395,yes,CV, mag >22     
SSS100504:144038-221409,220.15885,-22.23597,20100504,16.90,1005040231024133980,no,13398,no,2013-07-01,13398,yes,CV, CSS_090531      
SSS100504:163138-215821,247.91027,-21.97251,20100504,13.20,1005040211164106032,no,10603,no,2013-05-09,10603,yes,Mira, mag 13     
