CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification
SSS110731:014158-275316, 25.48990,-27.88770,20110731,19.07,1107310270124103470,no,10347,no,2012-11-13,10347,yes,Unknown,       
SSS110730:144033-154523,220.13793,-15.75643,20110730,18.41,1107300151074105721,no,10572,no,2013-07-05,10572,yes,Var,       
SSS110729:223519-262638,338.83011,-26.44388,20110729,19.14,1107290271524122720,no,12272,no,2013-06-23,12272,yes,CV/Var,       
SSS110729:161221-150939,243.08872,-15.16075,20110729,15.41,1107290151184131500,yes,13150,no,2013-05-10,13150,yes,CV," mag 21,5     "
SSS110728:121929-240537,184.87248,-24.09373,20110728,18.95,1107280230864101335,no,10133,no,2013-07-01,10133,yes,SN, mag 18     
SSS110727:193459-312017,293.74768,-31.33813,20110727,17.84,1107270311274144228,no,14422,no,2013-06-08,14422,yes,CV?,       
SSS110724:135915-391452,209.81339,-39.24764,20110724,14.07,1107240390834140942,no,14094,no,2013-05-07,14094,yes,CV," 1RXS_J135915 mag 18,6    "
SSS110723:230819-314824,347.07752,-31.80663,20110723,18.42,1107230311504105438,no,10543,no,2012-11-13,10543,yes,CV?,       
SSS110723:114308-290826,175.78204,-29.14065,20110723,17.43,1107230290784116302,no,11630,no,2013-06-08,11630,yes,CV," mag 20,0     "
SSS110721:135549-323721,208.95290,-32.62246,20110721,17.24,1107210330884128508,no,12850,no,2013-06-03,12850,yes,CV, DSS mag 21    
SSS110721:153717-141124,234.31923,-14.19009,20110721,18.19,1107210151144142635,yes,14263,no,2013-07-03,14263,yes,SN?,       
SSS110721:153645-142543,234.18846,-14.42864,20110721,18.37,1107210151144140138,yes,14013,no,2013-07-03,14013,yes,CV," SDSS mag 22,9    "
SSS110720:224200-662512,340.49954,-66.42002,20110720,15.71,1107200650734101258,no,10125,no,2012-11-13,10125,yes,CV," 1RXS_J224150 mag 17,5    "
SSS110707:202249-684329,305.70301,-68.72484,20110707,13.84,1107070690574135464,no,13546,no,2013-04-25,13546,yes,Var,       
SSS110707:205335-651056,313.39522,-65.18229,20110707,14.93,1107070650684121267,no,12126,no,2012-11-13,12126,yes,Var,       
SSS110704:142552-440409,216.46586,-44.06912,20110704,15.70,1107040430804114357,no,11435,no,2013-05-07,11435,yes,CV, mag 19     
SSS110703:132157-214926,200.48727,-21.82387,20110703,18.71,1107030210944103967,yes,10396,no,2013-05-14,10396,yes,Unknown, mag 20     
SSS110702:211613-253252,319.05597,-25.54782,20110702,18.70,1107020251454111293,no,11129,no,2013-05-14,11129,yes,Unknown,       
SSS110702:205325-223637,313.35561,-22.61033,20110702,19.05,1107020231454130926,no,13092,no,2013-06-08,13092,yes,Unknown,       
SSS110702:215038-215719,327.65732,-21.95521,20110702,17.63,1107020211534103160,no,10316,no,2013-06-02,10316,yes,CV," DSS mag 20,5    "
SSS110701:112504-214221,171.26543,-21.70592,20110701,19.14,1107010210804106338,no,10633,no,2013-06-21,10633,yes,AGN?,       
SSS110701:104301-091236,160.75540, -9.21013,20110701,13.06,1107010090804110638,no,11063,no,2013-06-11,11063,yes,HPM, 2MASS_104302      
SSS110628:102019-300035,155.07756,-30.00980,20110628,16.82,1106280290694104298,no,10429,no,2013-06-16,10429,yes,CV," mag 19,5     "
SSS110627:125848-234009,194.69997,-23.66925,20110627,19.64,1106270230904107887,no,10788,no,2013-07-21,10788,yes,AGN?,       
SSS110627:093959-203248,144.99761,-20.54679,20110627,16.93,1106270210684130276,no,13027,no,2013-06-11,13027,yes,CV," mag 19,3     "
SSS110626:201404-540625,303.51586,-54.10695,20110626,17.39,1106260530924107663,no,10766,no,2013-07-03,10766,yes,CV," DSS mag 20,0    "
SSS110626:234126-314903,355.35761,-31.81748,20110626,19.44,1106260311544105461,no,10546,no,2013-01-03,10546,yes,SN?,       
SSS110626:230854-294360,347.22375,-29.73328,20110626,17.14,1106260291534106694,no,10669,no,2012-11-13,10669,yes,CV," mag 20,5     "
SSS110625:194030-633056,295.12529,-63.51569,20110625,14.96,1106250630694126037,no,12603,no,2013-04-16,12603,yes,AGN/Var," mag 15,0     "
SSS110625:192244-614358,290.68268,-61.73289,20110625,13.90,1106250610724122502,no,12250,no,2013-04-11,12250,yes,AGN,       
SSS110625:185450-570445,283.70935,-57.07926,20110625,15.79,1106250570794153438,no,15343,no,2013-06-04,15343,yes,HPM,       
SSS110625:233333-390507,353.38621,-39.08533,20110625,19.69,1106250391394116805,no,11680,no,2013-07-20,11680,yes,Var,       
SSS110625:134457-293738,206.23746,-29.62728,20110625,18.74,1106250290914113676,no,11367,no,2013-07-02,11367,yes,SN?,       
SSS110625:100353-241648,150.96992,-24.27991,20110625,17.85,1106250250694133820,no,13382,no,2013-05-10,13382,yes,Unknown,       
SSS110625:142106-224859,215.27468,-22.81643,20110625,19.07,1106250231004126318,yes,12631,no,2013-07-01,12631,yes,CV?, SDSS mag 22    
SSS110624:195908-531645,299.78508,-53.27918,20110624,17.81,1106240530914127653,no,12765,no,2013-07-03,12765,yes,CV," DSS mag >21,5    "
SSS110624:193511-531746,293.79769,-53.29598,20110624,16.42,1106240530894133708,no,13370,no,2013-06-21,13370,yes,CV," mag 19,0     "
SSS110624:101352-331043,153.46789,-33.17850,20110624,15.88,1106240330654124141,no,12414,no,2013-06-16,12414,yes,Mira, IRAS_10116      
SSS110623:193703-243254,294.26332,-24.54823,20110623,17.47,1106230251344157054,no,15705,no,2013-06-02,15705,yes,CV, DSS mag >21    
SSS110622:122120-302522,185.33473,-30.42274,20110622,17.60,1106220310804132846,no,13284,no,2013-06-08,13284,yes,CV," DSS mag 20,0    "
SSS110622:122106-320102,185.27505,-32.01728,20110622,19.18,1106220310804103970,no,10397,no,2013-06-08,10397,yes,Unknown,       
SSS110622:202238-190534,305.65657,-19.09280,20110622,18.50,1106220191454120264,no,12026,no,2013-05-04,12026,yes,CV," DSS mag 20,5    "
SSS110622:201025-170230,302.60215,-17.04170,20110622,16.17,1106220171454124875,no,12487,no,2013-05-03,12487,yes,CV," DSS mag 20,5    "
SSS110610:234531-075646,356.38017, -7.94611,20110610,17.44,1106100071774101678,yes,10167,no,2013-07-21,10167,yes,SN," 2011ev SDSS mag 16,7   "
SSS110606:112746-321256,171.94120,-32.21549,20110606,18.79,1106060310754100949,no,10094,no,2013-05-07,10094,yes,AGN?,       
SSS110606:091937-055519,139.90253, -5.92205,20110606,16.30,1106060050704101548,no,10154,no,2013-05-20,10154,yes,CV," Galex_27364 DSS mag 20,5   "
SSS110605:221201-114128,333.00589,-11.69100,20110605,13.23,1106050111634104983,no,10498,no,2013-04-17,10498,yes,Neptune, reflection      
SSS110603:143002-402334,217.50711,-40.39278,20110603,17.27,1106030410834185010,no,18501,no,2013-05-14,18501,yes,CV, DSS mag 21    
SSS110528:211213-663804,318.05403,-66.63451,20110528,14.71,1105280670644129760,no,12976,no,2012-11-13,12976,yes,CV," mag 18,8     "
SSS110528:111443-423537,168.67803,-42.59366,20110528,16.86,1105280430624162355,no,16235,no,2013-05-02,16235,yes,CV, mag 19     
SSS110528:110703-433146,166.76274,-43.52942,20110528,16.55,1105280430624131098,no,13109,no,2013-05-02,13109,yes,CV," mag 19,5     "
SSS110528:112644-382844,171.68373,-38.47884,20110528,18.00,1105280390684153632,no,15363,no,2013-05-02,15363,yes,CV," DSS mag 20,5    "
SSS110527:135454-295949,208.72462,-29.99692,20110527,19.49,1105270290924105359,no,10535,no,2013-07-02,10535,yes,Unknown,       
SSS110527:104517-251532,161.32182,-25.25901,20110527,19.24,1105270250744114090,no,11409,no,2013-06-18,11409,yes,SN?,       
SSS110526:204247-604523,310.69686,-60.75643,20110526,17.63,1105260610764132463,no,13246,no,2013-04-11,13246,yes,CV?,       
SSS110526:195648-603430,299.20004,-60.57491,20110526,15.92,1105260610744134078,no,13407,no,2013-04-11,13407,yes,Var, V348_Pav      
SSS110526:201308-601412,303.28421,-60.23666,20110526,18.41,1105260590804104726,no,10472,no,2013-04-11,10472,yes,SN, mag > 21    
SSS110525:185617-555849,284.07245,-55.98016,20110525,13.35,1105250550834118073,no,11807,no,2013-06-04,11807,yes,AGN,       
SSS110525:192806-463143,292.02538,-46.52859,20110525,18.40,1105250471014167838,no,16783,no,2013-06-21,16783,yes,Unknown,       
SSS110525:124508-381322,191.28244,-38.22281,20110525,14.16,1105250370774102570,no,10257,no,2013-05-08,10257,yes,CV, mag 18     
SSS110525:141518-352744,213.82430,-35.46224,20110525,18.06,1105250350884125969,no,12596,no,2013-06-03,12596,yes,CV," mag >21,5     "
SSS110520:095340-141560,148.41604,-14.26653,20110520,18.30,1105200150724130647,no,13064,no,2013-05-31,13064,yes,CV/SN,       
SSS110515:092151-295737,140.46053,-29.96014,20110515,16.14,1105150290624104807,no,10480,no,2013-05-09,10480,yes,CV, DSS mag >21    
SSS110515:202731-224002,306.87984,-22.66713,20110515,13.08,1105150231424130663,yes,13066,no,2013-06-02,13066,yes,CV," mag 18,1     "
SSS110515:210357-214727,315.98613,-21.79084,20110515,16.11,1105150211484107545,no,10754,no,2013-05-14,10754,yes,CV," mag 19,2     "
SSS110510:142118-433725,215.32551,-43.62357,20110510,18.11,1105100430794137852,no,13785,no,2013-05-07,13785,yes,Unknown,       
SSS110509:134330-203235,205.87379,-20.54297,20110509,15.25,1105090210974119899,no,11989,no,2013-05-31,11989,yes,CV," mag 19,8     "
SSS110509:113219-213943,173.07917,-21.66205,20110509,16.17,1105090210814107283,no,10728,no,2013-07-05,10728,yes,CV," mag 20,1     "
SSS110509:112842-220719,172.17475,-22.12188,20110509,18.40,1105090210814100792,no,10079,no,2013-07-05,10079,yes,Flare,       
SSS110506:161658-245647,244.24166,-24.94638,20110506,17.84,1105060251114146603,no,14660,no,2013-06-02,14660,yes,CV," PQ mag >21,5    "
SSS110505:191914-660919,289.80664,-66.15531,20110505,15.65,1105050650634108881,no,10888,no,2013-04-16,10888,yes,HPM," L_2_3064 mag 15,7    "
SSS110504:150155-400823,225.47813,-40.13960,20110504,17.52,1105040390894109135,no,10913,no,2013-03-16,10913,yes,CV?," DSS mag 20,5    "
SSS110504:101240-325831,153.16732,-32.97536,20110504,18.27,1105040330654130718,no,13071,no,2013-06-16,13071,yes,Var, 1RXS_J101239      
SSS110504:173635-080739,264.14599, -8.12763,20110504,14.89,1105040091304185201,no,18520,no,2013-05-04,18520,yes,Var,       
SSS110503:054655-635427, 86.72932,-63.90743,20110503,15.96,1105030630214123226,no,12322,no,2012-12-30,12322,yes,RRlyrae?,       
SSS110503:204711-355448,311.79533,-35.91344,20110503,18.66,1105030351294106544,no,10654,no,2013-07-05,10654,yes,SN," DSS mag 17,6    "
SSS110503:202538-352629,306.40714,-35.44141,20110503,18.00,1105030351264118349,no,11834,no,2013-06-08,11834,yes,CV," DSS mag 20,5    "
SSS110503:112452-355437,171.21623,-35.91015,20110503,12.25,1105030350714109304,no,10930,no,2013-05-07,10930,yes,CV," V442_Cen mag 15,8    "
SSS110429:182618-645337,276.57649,-64.89352,20110429,17.26,1104290650604139397,no,13939,no,2013-04-16,13939,yes,CV?, DSS mag >21    
SSS110429:184510-635741,281.29059,-63.96141,20110429,13.69,1104290630654113506,no,11350,no,2013-04-16,11350,yes,HPM, SCR_J1845-6357A      
SSS110429:183300-603829,278.24902,-60.64127,20110429,15.16,1104290610694144162,no,14416,no,2013-06-04,14416,yes,HPM,       
SSS110429:141949-420727,214.95222,-42.12406,20110429,18.36,1104290410824107938,no,10793,no,2013-05-07,10793,yes,CV?, DSS mag 21    
SSS110429:113910-420045,174.79078,-42.01251,20110429,17.69,1104290410674108075,no,10807,no,2013-05-02,10807,yes,CV," DSS mag >21,5    "
SSS110429:100701-394054,151.75500,-39.68176,20110429,18.13,1104290390604122412,no,12241,no,2013-05-02,12241,yes,CV, DSS mag >21    
SSS110429:101103-344224,152.76240,-34.70661,20110429,13.45,1104290350634142946,no,14294,no,2013-06-16,14294,yes,Mira,       
SSS110429:095637-354835,149.15248,-35.80974,20110429,18.87,1104290350624113068,no,11306,no,2013-05-14,11306,yes,CV?,       
SSS110428:191831-662903,289.62797,-66.48430,20110428,15.52,1104280650624101945,no,10194,no,2013-04-16,10194,yes,AGN,       
SSS110428:185417-572705,283.56970,-57.45148,20110428,12.83,1104280570794135901,no,13590,no,2013-06-04,13590,yes,Var,       
SSS110428:060149-510741, 90.45582,-51.12804,20110428,16.39,1104280510294117713,no,11771,no,2013-04-30,11771,yes,CV, mag 20     
SSS110428:060246-330133, 90.69159,-33.02587,20110428,18.08,1104280330394119279,no,11927,no,2013-04-16,11927,yes,SN," mag 20,5     "
SSS110427:193526-381547,293.85880,-38.26309,20110427,18.34,1104270371184101533,no,10153,no,2013-06-16,10153,yes,CV?,       
SSS110426:071957-491047,109.98833,-49.17968,20110426,17.60,1104260490374129897,no,12989,no,2013-04-28,12989,yes,Flare,       
SSS110425:183854-543959,279.72530,-54.66627,20110425,16.98,1104250550814172160,no,17216,no,2013-06-04,17216,yes,SN?," z=0,1477      "
SSS110425:182839-560825,277.16365,-56.14014,20110425,13.09,1104250550814112798,no,11279,no,2013-06-04,11279,yes,Mira, XY_Tel      
SSS110425:113409-230538,173.53579,-23.09379,20110425,18.97,1104250230814115577,no,11557,no,2013-07-05,11557,yes,SN," mag >21,5     "
SSS110424:061513-235131, 93.80385,-23.85853,20110424,16.96,1104240230444107804,no,10780,no,2013-05-10,10780,yes,CV, mag 20     
SSS110424:144418-201947,221.07481,-20.32976,20110424,16.52,1104240211044130695,no,13069,no,2013-07-05,13069,yes,HPM, 2MASS_J144420      
SSS110424:123317-202900,188.32275,-20.48343,20110424,19.21,1104240210884125107,no,12510,no,2013-06-04,12510,yes,CV?, mag 20     
SSS110424:061226-205601, 93.10903,-20.93366,20110424,18.40,1104240210444128021,no,12802,no,2013-05-11,12802,yes,CV?, mag >21     
SSS110424:053515-053805, 83.81265, -5.63483,20110424,15.31,1104240050424107158,yes,10715,no,2012-11-13,10715,yes,Var, V0409_Ori      
SSS110423:131104-414622,197.76471,-41.77278,20110423,15.23,1104230410764119557,no,11955,no,2013-05-06,11955,yes,CV," DSS mag 21,5    "
SSS110423:122926-363936,187.35691,-36.65993,20110423,18.03,1104230370754146621,no,14662,no,2013-05-10,14662,yes,CV?,       
SSS110422:142508-351056,216.28247,-35.18218,20110422,18.40,1104220350894126330,no,12633,no,2013-06-03,12633,yes,Var,       
SSS110422:113501-342704,173.75571,-34.45100,20110422,17.62,1104220350724134749,no,13474,no,2013-05-07,13474,yes,SN," mag 15,2 z=0,032    "
SSS110414:105442-312046,163.67660,-31.34615,20110414,18.88,1104140310714114260,no,11426,no,2013-06-16,11426,yes,CV," mag >21,5     "
SSS110413:204618-312128,311.57480,-31.35787,20110413,15.74,1104130311354117008,no,11700,no,2013-07-05,11700,yes,CV," mag 19,5     "
SSS110413:211058-125441,317.74181,-12.91130,20110413,17.73,1104130131554120190,no,12019,no,2013-05-09,12019,yes,CV, mag 20     
SSS110409:112112-130843,170.29984,-13.14538,20110409,19.14,1104090130834115155,yes,11515,no,2013-07-03,11515,yes,AGN?," SDSS mag 19,5    "
SSS110408:092858-144821,142.23998,-14.80582,20110408,14.64,1104080150694119563,no,11956,no,2013-06-08,11956,yes,SN," 2011at (Cox) mag 13,4   "
SSS110408:141002-124809,212.50940,-12.80262,20110408,17.70,1104080131044119527,yes,11952,no,2013-07-05,11952,yes,CV," mag 20,5     "
SSS110408:095830-105315,149.62588,-10.88752,20110408,18.73,1104080110744116779,no,11677,no,2013-05-31,11677,yes,SN, 2011R (CSS) mag 17   
SSS110407:094159-250705,145.49378,-25.11807,20110407,15.68,1104070250664118235,no,11823,no,2013-05-09,11823,yes,CV," mag 20,5     "
SSS110407:085024-235811,132.60065,-23.96963,20110407,16.22,1104070230624106663,no,10666,no,2013-05-04,10666,yes,CV, mag 20     
SSS110406:092952-320103,142.46742,-32.01741,20110406,16.62,1104060310624107165,no,10716,no,2013-05-14,10716,yes,CV," DSS mag >21,5    "
SSS110406:091558-304726,138.99318,-30.79069,20110406,17.20,1104060310604149568,no,14956,no,2013-05-09,14956,yes,CV," mag 20,8     "
SSS110405:103130-423343,157.87586,-42.56185,20110405,16.80,1104050430584174640,no,17464,no,2013-05-02,17464,yes,CV, mag >21     
SSS110405:114137-272653,175.40584,-27.44816,20110405,19.22,1104050270794112679,no,11267,no,2013-06-21,11267,yes,CV?,       
SSS110403:132411-363701,201.04525,-36.61698,20110403,17.58,1104030370814150202,no,15020,no,2013-06-16,15020,yes,CV, mag 21     
SSS110403:132901-365859,202.25376,-36.98295,20110403,16.39,1104030370814139924,no,13992,no,2013-06-16,13992,yes,CV," mag >21,5     "
SSS110402:044213-484413, 70.55238,-48.73684,20110402,17.33,1104020490244119382,no,11938,no,2013-04-11,11938,yes,SN," 2011bx mag 18,5    "
SSS110402:045959-473808, 74.99726,-47.63569,20110402,15.58,1104020470264107575,no,10757,no,2013-04-09,10757,yes,CV," mag 19,8     "
SSS110328:061757-254504, 94.48575,-25.75119,20110328,15.82,1103280250434110353,no,11035,no,2013-05-10,11035,yes,CV," mag 20,5     "
SSS110327:142021-372039,215.08891,-37.34408,20110327,15.92,1103270370874132468,no,13246,no,2013-06-03,13246,yes,CV," mag 19,3     "
SSS110327:112815-344807,172.06400,-34.80205,20110327,15.99,1103270350714129765,no,12976,no,2013-05-07,12976,yes,CV," mag 19,0     "
SSS110324:054932-215529, 87.38402,-21.92481,20110324,17.01,1103240210414104427,no,10442,no,2013-04-12,10442,yes,CV, mag 21     
SSS110314:131254-472809,198.22536,-47.46903,20110314,16.41,1103140470694141094,no,14109,no,2013-04-09,14109,yes,HPM, ER_8      
SSS110314:102706-434341,156.77428,-43.72815,20110314,15.05,1103140430584122148,no,12214,no,2013-05-02,12214,yes,CV," SSS mag 18,2    "
SSS110314:102233-394343,155.63738,-39.72864,20110314,16.97,1103140390614116481,no,11648,no,2013-05-02,11648,yes,CV?, mag >21     
SSS110313:121626-431922,184.10957,-43.32264,20110313,14.19,1103130430684136364,no,13636,no,2013-05-10,13636,yes,SN, 2011am (Parker)     
SSS110313:121653-400235,184.21894,-40.04317,20110313,17.44,1103130390734107879,no,10787,no,2013-05-10,10787,yes,CV," mag 20,5     "
SSS110313:092826-234804,142.10943,-23.80110,20110313,18.73,1103130230664108404,no,10840,no,2013-05-09,10840,yes,CV?,       
SSS110312:084128-231726,130.36655,-23.29042,20110312,16.98,1103120230614231857,no,23185,no,2013-05-04,23185,yes,SN/CV,       
SSS110307:063755-570241, 99.47780,-57.04465,20110307,14.29,1103070570284124381,no,12438,no,2013-05-03,12438,yes,CV, mag 20     
SSS110306:060528-300529, 91.36784,-30.09126,20110306,19.33,1103060290414102447,no,10244,no,2013-04-16,10244,yes,CV, SSS mag >20    
SSS110306:102032-173056,155.13357,-17.51548,20110306,19.39,1103060170754108279,no,10827,no,2013-07-02,10827,yes,SN?, mag >21     
SSS110224:072836-404823,112.14967,-40.80651,20110224,18.35,1102240410434157291,no,15729,no,2013-03-29,15729,yes,Unknown,       
SSS110224:033350-282244, 53.45750,-28.37879,20110224,15.06,1102240290244121885,no,12188,no,2013-03-16,12188,yes,CV," mag 17,9     "
SSS110223:095935-354718,149.89418,-35.78820,20110223,18.07,1102230350624114180,no,11418,no,2013-05-14,11418,yes,CV, mag >20     
SSS110222:054119-352415, 85.32861,-35.40411,20110222,13.98,1102220350364110468,no,11046,no,2013-04-29,11046,yes,CV," mag 17,7     "
SSS110210:094840-345138,147.16647,-34.86042,20110210,14.53,1102100350614147826,no,14782,no,2013-05-14,14782,yes,CV," SSS mag 18,1    "
SSS110210:093354-220517,143.47602,-22.08809,20110210,18.92,1102100210674101887,no,10188,no,2013-06-11,10188,yes,SN, mag 18     
SSS110203:101217-182411,153.07228,-18.40301,20110203,16.15,1102030190734123063,no,12306,no,2013-07-02,12306,yes,CV," mag 19,4     "
SSS110201:092341-215809,140.92247,-21.96922,20110201,18.51,1102010210664104575,no,10457,no,2013-06-11,10457,yes,CV?, mag 22     
SSS110131:053535-534833, 83.89597,-53.80905,20110131,16.59,1101310530264110638,no,11063,no,2013-04-11,11063,yes,CV," mag 19,6     "
SSS110131:124435-312441,191.14533,-31.41138,20110131,18.64,1101310310834117008,no,11700,no,2013-06-08,11700,yes,SN/AGN," mag 20,5     "
SSS110129:023159-481360, 37.99403,-48.23330,20110129,18.45,1101290470144101402,no,10140,no,2012-11-13,10140,yes,AGN?,       
SSS110127:101418-350534,153.57701,-35.09268,20110127,19.24,1101270350644130223,no,13022,no,2013-06-16,13022,yes,Var/CV,       
SSS110127:095916-352936,149.81539,-35.49334,20110127,13.55,1101270350624125606,no,12560,no,2013-05-14,12560,yes,LPV,       
SSS110127:100028-341426,150.11861,-34.24050,20110127,19.49,1101270330634101197,no,10119,no,2013-05-14,10119,yes,Unknown,       
SSS110127:031354-273649, 48.47400,-27.61350,20110127,18.74,1101270270224106139,no,10613,no,2013-03-16,10613,yes,Flare," mag 20,5     "
SSS110127:021409-242102, 33.53607,-24.35045,20110127,16.53,1101270250164117644,no,11764,no,2013-01-10,11764,yes,SN," mag 18,5     "
SSS110126:054334-351734, 85.88966,-35.29271,20110126,14.61,1101260350364117939,no,11793,no,2013-04-29,11793,yes,CV," mag 18,7     "
SSS110126:055646-331027, 89.19291,-33.17403,20110126,17.37,1101260330384121960,no,12196,no,2013-04-16,12196,yes,LMXB," MAXI_J0556-332 mag 19,5    "
SSS110125:103550-424610,158.95675,-42.76938,20110125,16.63,1101250430594155311,no,15531,no,2013-05-02,15531,yes,CV, mag 20     
SSS110125:073918-413635,114.82411,-41.60978,20110125,17.04,1101250410444132727,no,13272,no,2013-03-16,13272,yes,CV?,       
SSS110125:105402-395101,163.50678,-39.85038,20110125,16.33,1101250390654111353,no,11135,no,2013-05-02,11135,yes,CV?,       
SSS110123:053012-285022, 82.55116,-28.83952,20110123,15.56,1101230290374118382,no,11838,no,2013-04-25,11838,yes,CV," mag 19,5     "
SSS110123:051121-255306, 77.83847,-25.88497,20110123,16.58,1101230250364103879,no,10387,no,2013-04-12,10387,yes,SN," 2MASX_J05112117-2552586 mag 17,0    "
SSS110106:032148-503559, 50.45162,-50.59961,20110106,16.81,1101060510164118128,no,11812,no,2012-11-13,11812,yes,CV," mag 20,5     "
SSS110106:053121-201940, 82.83803,-20.32784,20110106,16.74,1101060210394131820,no,13182,no,2013-04-12,13182,yes,CV?," mag 19,5     "
SSS110101:103109-350150,157.78779,-35.03064,20110101,18.05,1101010350654135029,no,13502,no,2013-06-16,13502,yes,CV," mag >20,5     "
SSS101231:054958-535924, 87.49124,-53.99008,20101231,17.75,1012310530274106746,no,10674,no,2013-04-30,10674,yes,SN?,       
SSS101230:012815-365006, 22.06066,-36.83496,20101230,18.68,1012300370094113428,no,11342,no,2013-01-05,11342,yes,Unknown,       
SSS101230:000236-304352,  0.64793,-30.73121,20101230,17.76,1012300310014116230,no,11623,no,2013-01-02,11623,yes,SN," 2010lr 2MASX_J00023401-3044061 mag 16,2 z=0,06  "
SSS101229:040716-374039, 61.81530,-37.67756,20101229,19.84,1012290370254106802,no,10680,no,2013-04-09,10680,yes,SN/Var,       
SSS101229:001951-314224,  4.96155,-31.70658,20101229,19.29,1012290310034105743,no,10574,no,2013-01-02,10574,yes,Unknown,       
SSS101214:053159-482736, 82.99417,-48.45996,20101214,16.44,1012140490284129735,no,12973,no,2013-05-09,12973,yes,Blazar, PMN_J0531-4827      
SSS101214:003822-314421,  9.59155,-31.73929,20101214,18.58,1012140310054104262,no,10426,no,2012-11-13,10426,yes,Unknown,       
SSS101212:072147-520056,110.44562,-52.01566,20101212,16.35,1012120510354109409,no,10940,no,2013-04-29,10940,yes,CV," mag 20,5     "
SSS101212:071348-484511,108.45126,-48.75292,20101212,18.17,1012120490364140636,no,14063,no,2013-04-28,14063,yes,CV," mag 21,5     "
SSS101212:032535-340317, 51.39543,-34.05483,20101212,19.47,1012120330224102310,no,10231,no,2012-12-16,10231,yes,AGN/SN,       
SSS101211:030504-194040, 46.26486,-19.67765,20101211,18.03,1012110190224105151,no,10515,no,2013-03-06,10515,yes,SN, mag > 21    
SSS101126:024608-633546, 41.53138,-63.59610,20101126,14.28,1011260630104109927,no,10992,no,2012-12-30,10992,yes,CV," RU_Hor mag 19,4    "
SSS101126:022822-554603, 37.08998,-55.76746,20101126,17.95,1011260550114107524,no,10752,no,2012-11-13,10752,yes,Blazar," PKS_0226-559 mag 19,5    "
SSS101124:215637-632655,329.15518,-63.44868,20101124,16.59,1011240630764115180,no,11518,no,2013-04-25,11518,yes,CV?,       
SSS101111:104532-320335,161.38380,-32.05973,20101111,17.29,1011110310704103047,no,10304,no,2013-06-16,10304,yes,CV, mag >21     
SSS101111:053915-295127, 84.81133,-29.85756,20101111,19.48,1011110290384105569,no,10556,no,2013-04-25,10556,yes,Unknown,       
SSS101103:194951-471439,297.46393,-47.24417,20101103,17.48,1011030471034130750,no,13075,no,2013-07-03,13075,yes,CV, mag 21     
SSS101101:002709-522140,  6.78650,-52.36110,20101101,18.73,1011010510034100344,no,10034,no,2012-11-13,10034,yes,AGN?,       
SSS101101:201248-371941,303.20189,-37.32813,20101101,17.35,1011010371224118477,no,11847,no,2013-06-21,11847,yes,Blazar,       
SSS101028:020229-480348, 30.62081,-48.06340,20101028,19.21,1010280470114103162,no,10316,no,2012-11-13,10316,yes,AGN?,       
SSS101027:231143-290601,347.92894,-29.10033,20101027,18.73,1010270291534114078,no,11407,no,2012-11-13,11407,yes,SN, mag 17     
SSS101018:030415-294760, 46.06051,-29.79992,20101018,19.20,1010180290214104995,no,10499,no,2013-03-16,10499,yes,Var,       
SSS101006:011615-303245, 19.06091,-30.54595,20101006,18.85,1010060310094124072,no,12407,no,2012-11-13,12407,yes,SN," 2010in 2dFGRS_S375Z040 z=0,0356 mag 17,7  "
SSS101005:001946-360158,  4.94138,-36.03287,20101005,19.66,1010050350034102694,no,10269,no,2013-01-02,10269,yes,AGN?,       
SSS101004:201132-454158,302.88164,-45.69938,20101004,16.31,1010040451084116102,no,11610,no,2013-06-16,11610,yes,SN, 2010im mag 18    
SSS101004:194022-440541,295.09123,-44.09468,20101004,17.56,1010040431094106910,no,10691,no,2013-06-16,10691,yes,CV, mag >21     
SSS101004:191616-392330,289.06476,-39.39177,20101004,18.14,1010040391144136803,no,13680,no,2013-06-16,13680,yes,CV," mag 19,5     "
SSS100929:202720-283242,306.83177,-28.54494,20100929,18.64,1009290291354132819,no,13281,no,2013-06-08,13281,yes,SN?,       
SSS100928:032432-522047, 51.13516,-52.34631,20100928,14.40,1009280510174100782,no,10078,no,2012-11-13,10078,yes,HPM, 2MASS_J03243298-5220393      
SSS100928:033415-495327, 53.56183,-49.89081,20100928,15.89,1009280490184104753,no,10475,no,2012-11-13,10475,yes,HPM, 2MASS_J03341218-4953322      
SSS100927:163325-165427,248.35414,-16.90741,20100927,17.22,1009270171194133335,no,13333,no,2013-05-09,13333,yes,CV, SSS 20     
SSS100917:215122-274223,327.84119,-27.70636,20100917,16.80,1009170271474106425,no,10642,no,2013-04-20,10642,yes,Blazar," mag 19,8 z=1,485 QZ_J215121   "
SSS100911:222416-292422,336.06773,-29.40604,20100911,14.60,1009110291484111994,no,11199,no,2013-06-23,11199,yes,CV," 2QZ_J222416 mag 19,4    "
SSS100910:014718-400559, 26.82438,-40.09983,20100910,19.69,1009100390114102260,no,10226,no,2013-01-05,10226,yes,Var/AGN,       
SSS100910:013248-383054, 23.19983,-38.51498,20100910,18.28,1009100390104122638,no,12263,no,2013-01-05,12263,yes,AGN,       
SSS100910:223028-323857,337.61809,-32.64920,20100910,19.24,1009100331424121052,no,12105,no,2013-04-26,12105,yes,Var,       
