,0,1,2,3,4,5,6,7,8,9,tag
0,27.207741410971042,-0.04817022455354659,-1.0808444709240184,1.1349034264317672,-1.0194506527320613,-0.47012030616058476,-0.052339728054131895,0.05348187980166124,0.21412991187078248,0.08930067027439238,3.0
1,4.063505381206558,-1.091207353215881,-2.9013935876743084,-0.3578805750148751,0.7909105453590992,-0.2818559566266844,0.3992546811863735,-0.07183426527089835,-0.1506655943281891,0.09049963558396754,2.0
2,11.799661419104128,-0.5414762026609655,-1.15077858233952,-0.6425589019022584,-0.4805704446400377,-0.055019822631793315,0.04296910899889886,-0.13882050945763294,-0.08044482809815752,-0.08135064759941615,5.0
3,1.8405403038515027,-0.9957020076826629,-2.183806735210439,-0.2440493800786505,0.28156907101699236,-0.2407422870048614,0.19496970255615198,0.08768800759005074,0.14631689113055937,0.10852186112510756,5.0
4,6.667347082581211,-1.0795240646880973,-3.2571604644852976,-0.31101492437378525,0.9596811536694358,-0.036996255518560506,0.03554750233139565,-0.4041641158512195,-0.15752944886059184,-0.2817394284221532,2.0
5,5.186681675829699,-0.8643959079942497,-1.992537565806062,-0.34030654100586594,0.16702179639638887,-0.013341123931997507,-0.2203319459526747,-0.11919476348091948,-0.26701775745089834,-0.02022651457889369,5.0
6,-2.8080786534468354,-0.7607773075486474,-0.41060016062678867,-0.31744186111490724,-0.6595132317744263,-0.2945645005620454,-0.055621126077813034,0.030925585864489125,0.08487302767998785,0.14833255679443694,5.0
7,-5.045133760647935,-0.7912719743219523,-0.43814599487884814,0.37655489809969994,-0.21226755409941306,-0.0003328112844581063,0.054534325450034074,-0.02970053216630874,-0.05028237642559509,-0.02253545788053863,0.0
8,-3.112044443905729,-0.7959160292055102,-0.5313924178392697,-0.30098246071058715,-0.5241736337157327,-0.41458215309090113,-0.04744177360168085,-0.03955145974532613,-0.054868349932713015,-0.04947942006238317,0.0
9,-1.8589946032707756,-0.92336638355246,-1.286565914720995,-0.4654257024643083,-0.18017718851457915,-0.35221398024063727,0.014051932292344773,0.05117127032866377,-0.15380738627615423,0.05699884066762034,5.0
