CRTS ID,RA (J2000),Dec (J2000),UT Date,Mag,CSS images,SDSS,Others,Followed,Last,LC,FC,Classification,SubClassification
MLS160401:151613-184802,229.05582,-18.80056,20160401.44,20.10,1604010182024118338,no,11833,no,2016-04-01,11833,yes,Unknown," mag 20,8     "
MLS160401:151242-174358,228.17357,-17.73274,20160401.44,20.78,1604010172024118613,no,11861,no,2016-04-01,11861,yes,AGN," mag 21,6     "
MLS160401:150844-172710,227.18134,-17.45264,20160401.44,18.89,1604010172014123675,no,12367,no,2016-04-01,12367,yes,CV," mag 19,5     "
MLS160401:134122-031806,205.34157, -3.30159,20160401.39,20.71,1604010031904118720,yes,11872,no,2016-04-01,11872,yes,SN?," SDSS mag 21,4    "
MLS160401:133053-034445,202.72056, -3.74574,20160401.34,20.51,1604010031874112965,no,11296,no,2016-04-01,11296,yes,Unknown, mag 22     
MLS160401:133218-030542,203.07659, -3.09488,20160401.37,19.51,1604010021884103049,yes,10304,no,2016-05-31,10304,yes,AGN," SDSS mag 20,0    "
MLS160401:132714-021613,201.80806, -2.27021,20160401.36,18.07,1604010021874118599,yes,11859,no,2016-04-01,11859,yes,SN," (AT2016blg) SDSS mag 19,4   "
MLS160401:131600-030212,198.99842, -3.03657,20160401.36,20.03,1604010021854104076,yes,10407,no,2016-04-01,10407,yes,AGN," SDSS mag 20,5    "
MLS160401:113827-014555,174.61405, -1.76515,20160401.28,20.55,1604010011624107335,yes,10733,no,2016-04-01,10733,yes,AGN?," SDSS mag 22,1    "
MLS160401:113557-001444,173.98900, -0.24551,20160401.38,19.77,1604010001614116355,yes,11635,no,2016-04-01,11635,yes,Unknown," SDSS mag 21,1    "
MLS160331:112341+030824,170.92135,  3.13995,20160331.27,20.85,1603311021594114746,yes,11474,no,2016-05-07,11474,yes,AGN," SDSS mag 22,3    "
MLS160331:142017-132706,215.06991,-13.45165,20160331.46,21.23,1603310131944111896,no,11189,no,2016-03-31,11189,yes,Unknown, mag >22     
MLS160331:124836-040818,192.15105, -4.13841,20160331.35,19.31,1603310031784103809,yes,10380,no,2016-05-10,10380,yes,AGN," SDSS mag 19,6    "
MLS160328:114319+031720,175.83056,  3.28880,20160328.18,19.27,1603281031634101031,yes,10103,no,2016-05-07,10103,yes,AGN," SDSS mag 20,2    "
MLS160328:125144+013922,192.93327,  1.65602,20160328.37,20.19,1603281011794110044,yes,11004,no,2016-03-28,11004,yes,AGN," SDSS mag 21,5    "
MLS160328:124504+003527,191.26823,  0.59072,20160328.23,20.48,1603281001774109411,yes,10941,no,2016-04-06,10941,yes,SN, SDSS mag >22    
MLS160328:130415-054540,196.06095, -5.76116,20160328.40,18.79,1603280051814113714,no,11371,no,2016-05-30,11371,yes,SN, mag >22     
MLS160328:123606-060441,189.02505, -6.07809,20160328.32,19.96,1603280051744107562,no,10756,no,2016-05-29,10756,yes,Unknown," mag 21,6     "
MLS160328:123607-051054,189.02785, -5.18156,20160328.28,19.85,1603280041754104052,no,10405,no,2016-04-25,10405,yes,AGN," mag 21,2     "
MLS160327:123814+051714,189.55769,  5.28717,20160327.37,20.68,1603271041754114206,yes,11420,no,2016-03-27,11420,yes,Unknown," SDSS mag 22,5    "
MLS160327:123452+050350,188.71649,  5.06397,20160327.37,15.83,1603271041754111460,yes,11146,no,2016-03-27,11146,yes,HPM, LHS_335      
MLS160327:121032+014136,182.63225,  1.69344,20160327.27,20.83,1603271011694109906,yes,10990,no,2016-05-09,10990,yes,SN?," SDSS mag 21,6    "
MLS160327:115035+001446,177.64625,  0.24608,20160327.21,20.16,1603271001654204283,yes,20428,no,2016-05-08,20428,yes,Unknown, SDSS mag >22    
MLS160327:122309-024035,185.78636, -2.67651,20160327.32,20.43,1603270021724109174,yes,10917,no,2016-05-02,10917,yes,AGN," SDSS mag 20,8    "
MLS160327:121947-030825,184.94781, -3.14041,20160327.32,19.92,1603270021724102171,yes,10217,no,2016-05-02,10217,yes,AGN," SDSS mag 20,3    "
MLS160327:121645-014753,184.18632, -1.79800,20160327.32,20.20,1603270011714106284,yes,10628,no,2016-05-02,10628,yes,AGN," SDSS mag 20,8    "
MLS160327:122754-003021,186.97694, -0.50589,20160327.32,20.53,1603270001734109590,yes,10959,no,2016-03-27,10959,yes,AGN," SDSS mag 21,1    "
MLS160327:121430-004434,183.62455, -0.74267,20160327.27,20.24,1603270001704105724,yes,10572,no,2016-04-09,10572,yes,AGN," SDSS mag 22,0    "
MLS160319:130036-080902,195.14908, -8.15065,20160319.37,20.57,1603190081794108255,no,10825,no,2016-05-10,10825,yes,AGN," mag 21,0     "
MLS160319:124803-043947,192.01128, -4.66311,20160319.34,20.03,1603190041784112035,yes,11203,no,2016-05-10,11203,yes,AGN," SDSS mag 20,6    "
MLS160319:125356-034921,193.48440, -3.82254,20160319.34,20.65,1603190031794108736,no,10873,no,2016-05-10,10873,yes,AGN, mag >22     
MLS160319:125038-040603,192.65991, -4.10080,20160319.34,20.29,1603190031784104022,no,10402,no,2016-05-10,10402,yes,AGN," mag 21,0     "
MLS160319:124411-033026,191.04553, -3.50722,20160319.34,20.99,1603190031774116199,yes,11619,no,2016-05-10,11619,yes,SN," SDSS mag 21,2    "
MLS160319:121005-025544,182.52210, -2.92886,20160319.24,15.53,1603190021694104484,yes,10448,no,2016-03-19,10448,yes,CV," SDSS_J12100 SDSS mag 21,0   "
MLS160318:104800+114322,162.00130, 11.72280,20160318.17,20.42,1603181111484115071,yes,11507,no,2016-05-31,11507,yes,AGN," SDSS mag 21,8    "
MLS160318:104938+105249,162.40900, 10.88035,20160318.17,19.37,1603181111484100840,yes,10084,no,2016-05-31,10084,yes,AGN," SDSS mag 19,9    "
MLS160318:130218-070957,195.57485, -7.16586,20160318.42,20.14,1603180071804107800,no,10780,no,2016-05-10,10780,yes,AGN," SDSS mag 21,5    "
MLS160318:130348-044218,195.95069, -4.70487,20160318.44,19.07,1603180041814112966,no,11296,no,2016-05-10,11296,yes,AGN," mag 20,0     "
MLS160318:130420-051700,196.08428, -5.28338,20160318.44,19.09,1603180041814102468,no,10246,no,2016-05-10,10246,yes,AGN," mag 19,8     "
MLS160318:131542-035117,198.92626, -3.85472,20160318.44,20.92,1603180031844108718,no,10871,no,2016-03-31,10871,yes,Unknown," mag 21,8     "
MLS160318:131519-041449,198.82963, -4.24697,20160318.44,20.57,1603180031844101744,no,10174,no,2016-03-31,10174,yes,AGN?," mag 21,6     "
MLS160317:103954+085558,159.97416,  8.93277,20160317.23,20.31,1603171091474105641,yes,10564,no,2016-04-03,10564,yes,AGN," SDSS mag 21,5    "
MLS160317:103320+085414,158.33235,  8.90384,20160317.23,20.69,1603171091454104954,yes,10495,no,2016-04-02,10495,yes,SN," SDSS mag 21,5    "
MLS160317:102756+091400,156.98128,  9.23335,20160317.23,20.90,1603171091444110427,yes,11042,no,2016-04-24,11042,yes,AGN," SDSS mag 21,2    "
MLS160317:170239+071250,255.66436,  7.21377,20160317.50,18.95,1603171072364128718,no,12871,no,2016-03-17,12871,yes,AGN," mag 19,5     "
MLS160317:115009+072513,177.53550,  7.42030,20160317.27,20.85,1603171071644115201,yes,11520,no,2016-04-01,11520,yes,SN," SDSS mag 22,0    "
MLS160317:110622+064249,166.59107,  6.71366,20160317.25,20.44,1603171071544104699,yes,10469,no,2016-03-17,10469,yes,AGN," SDSS mag 21,1    "
MLS160317:105320+063158,163.33381,  6.53270,20160317.24,20.96,1603171071514101013,yes,10101,no,2016-06-07,10101,yes,Unknown," SDSS mag 22,1    "
MLS160317:104024+053549,160.10058,  5.59681,20160317.24,20.84,1603171051484103744,yes,10374,no,2016-06-14,10374,yes,AGN," SDSS mag 21,4    "
MLS160317:120950-025141,182.45781, -2.86147,20160317.38,20.79,1603170021694107910,yes,10791,no,2016-03-18,10791,yes,AGN," SDSS mag 21,9    "
MLS160317:120733-030838,181.88855, -3.14388,20160317.38,20.58,1603170021694102269,yes,10226,no,2016-03-18,10226,yes,AGN?," SDSS mag 22,1    "
MLS160317:121258-015807,183.24209, -1.96871,20160317.38,20.67,1603170011704104746,yes,10474,no,2016-05-02,10474,yes,Ast?,       
MLS160316:094625+134243,146.60573, 13.71195,20160316.22,19.99,1603161131324112216,yes,11221,no,2016-03-16,11221,yes,AGN," SDSS mag 21,4    "
MLS160316:094246+132313,145.69269, 13.38682,20160316.22,19.72,1603161131324107098,yes,10709,no,2016-03-16,10709,yes,AGN," SDSS mag 21,0    "
MLS160316:095422+115221,148.59267, 11.87244,20160316.24,20.43,1603161111354117225,yes,11722,no,2016-04-04,11722,yes,AGN," SDSS mag 21,0    "
MLS160316:112515+062117,171.31151,  6.35469,20160316.30,20.38,1603161051584119062,yes,11906,no,2016-05-10,11906,yes,AGN," SDSS mag 21,5    "
MLS160316:112704+053504,171.76574,  5.58435,20160316.30,20.26,1603161051584103636,yes,10363,no,2016-05-10,10363,yes,AGN," SDSS mag 21,1    "
MLS160316:152436-034922,231.15059, -3.82281,20160316.47,20.86,1603160032144112755,no,11275,no,2016-04-28,11275,yes,SN?," mag >22,5     "
